gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,30,Yes,No,Two year,Yes,Mailed check,25.1,789.55,0
Female,0,Yes,No,48,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),100.05,4834,0
Male,0,No,No,4,Yes,DSL,Month-to-month,Yes,Electronic check,45.9,199.75,0
Female,1,No,No,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,91.5,1400.3,0
Female,0,No,No,35,Yes,No,One year,No,Mailed check,21.1,741,0
Female,1,No,No,56,Yes,Fiber optic,Month-to-month,No,Electronic check,104.75,5841.35,0
Male,0,Yes,No,42,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,1
Male,1,Yes,Yes,65,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.75,5688.45,0
Female,0,Yes,Yes,2,Yes,No,One year,No,Mailed check,20.3,31.9,0
Male,1,Yes,No,65,Yes,Fiber optic,One year,Yes,Electronic check,100.75,6674.65,0
Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.15,1345.75,0
Male,0,No,No,19,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),45,865.85,0
Female,0,No,No,18,Yes,Fiber optic,Month-to-month,No,Electronic check,77.8,1358.6,0
Female,0,Yes,Yes,52,Yes,No,Two year,No,Bank transfer (automatic),20.1,1078.75,0
Male,0,No,No,9,Yes,DSL,Month-to-month,No,Mailed check,59.9,542.4,0
Female,0,Yes,No,26,Yes,DSL,One year,Yes,Credit card (automatic),90.1,2312.55,0
Male,0,Yes,No,44,Yes,DSL,One year,Yes,Electronic check,70.95,3250.45,0
Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,1
Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.35,75.35,1
Male,0,No,No,25,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,0
Female,1,Yes,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.3,153.8,0
Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.9,20.9,1
Female,0,Yes,No,58,Yes,Fiber optic,One year,Yes,Electronic check,94.3,5610.15,0
Female,0,Yes,Yes,59,Yes,DSL,Two year,Yes,Mailed check,76.45,4519.5,0
Male,0,No,No,44,No,DSL,One year,Yes,Electronic check,54,2440.25,0
Male,0,Yes,Yes,68,Yes,No,Two year,No,Bank transfer (automatic),19.95,1377.7,0
Male,0,No,No,19,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.75,1651.95,0
Male,0,No,No,4,Yes,No,Month-to-month,No,Mailed check,19.75,78.3,0
Female,0,No,No,70,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),113.65,7939.25,0
Male,0,Yes,Yes,60,Yes,Fiber optic,Two year,Yes,Electronic check,110.6,6586.85,0
Male,0,No,No,17,Yes,DSL,Month-to-month,Yes,Credit card (automatic),55.5,934.15,0
Male,0,No,No,3,Yes,DSL,Month-to-month,Yes,Electronic check,43.3,123.65,1
Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,19.45,19.45,0
Male,1,No,No,43,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.85,3645.6,0
Female,0,Yes,No,16,Yes,No,Month-to-month,No,Mailed check,19.6,314.45,0
Female,0,Yes,Yes,57,Yes,DSL,One year,No,Electronic check,53.45,3053,0
Female,1,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),84.8,906.85,1
Male,1,Yes,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.2,140.1,0
Female,0,No,No,17,Yes,DSL,Month-to-month,Yes,Mailed check,69,1108,0
Female,0,No,No,16,Yes,No,One year,No,Credit card (automatic),19.35,295.55,0
Male,0,Yes,Yes,64,Yes,Fiber optic,Two year,Yes,Credit card (automatic),109.2,6741.15,0
Male,0,Yes,Yes,25,Yes,DSL,One year,No,Mailed check,53.65,1355.45,0
Male,0,No,No,8,Yes,DSL,Month-to-month,Yes,Mailed check,45.15,438.4,1
Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),108.65,7726.35,0
Female,0,Yes,No,49,No,DSL,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,0
Male,1,Yes,No,70,Yes,DSL,Two year,No,Credit card (automatic),90.05,6333.4,0
Male,0,Yes,Yes,61,Yes,DSL,Two year,Yes,Bank transfer (automatic),68.05,4158.25,0
Male,0,No,No,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.2,3183.4,1
Male,0,No,No,62,Yes,No,Two year,No,Bank transfer (automatic),23.4,1429.65,0
Female,0,No,Yes,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.05,472.65,0
Male,0,Yes,Yes,28,Yes,Fiber optic,One year,No,Bank transfer (automatic),92.2,2568.15,0
Male,0,No,No,26,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.5,2088.8,1
Male,1,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.8,502.6,1
Male,0,No,No,63,Yes,Fiber optic,One year,No,Credit card (automatic),90.45,5825.5,0
Male,0,No,No,17,Yes,No,One year,No,Mailed check,19.95,310.6,0
Female,0,Yes,Yes,28,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,0
Female,0,No,No,1,Yes,No,Month-to-month,Yes,Mailed check,20.35,20.35,0
Female,0,Yes,Yes,72,Yes,No,One year,Yes,Bank transfer (automatic),23.3,1623.15,0
Male,0,No,No,36,Yes,DSL,One year,Yes,Mailed check,65.4,2498.4,1
Male,0,Yes,Yes,40,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.2,3292.3,0
Male,0,No,No,5,No,DSL,Month-to-month,No,Mailed check,40,223.45,1
Male,0,Yes,No,9,Yes,DSL,Month-to-month,Yes,Credit card (automatic),69.05,653.95,0
Female,0,Yes,No,50,Yes,No,One year,Yes,Bank transfer (automatic),19.85,943.1,0
Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.25,181.65,1
Male,0,No,No,8,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.1,551.35,1
Female,0,No,No,9,No,DSL,Month-to-month,No,Electronic check,40.75,359.4,0
Female,1,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),70.2,115.95,1
Male,1,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,46.3,46.3,0
Female,0,Yes,Yes,45,Yes,DSL,Month-to-month,No,Mailed check,81.3,3541.1,0
Male,1,Yes,Yes,51,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.2,4146.05,1
Female,0,Yes,Yes,55,Yes,No,Month-to-month,No,Credit card (automatic),20,1087.25,0
Female,0,No,No,38,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,0
Male,0,Yes,Yes,38,Yes,No,Month-to-month,No,Electronic check,19.6,717.3,0
Female,0,Yes,No,70,Yes,Fiber optic,One year,Yes,Electronic check,101.75,7069.3,0
Female,0,No,No,13,Yes,DSL,One year,No,Mailed check,55.15,742.9,0
Male,1,No,No,55,No,DSL,One year,Yes,Bank transfer (automatic),50.05,2743.45,0
Male,0,Yes,No,69,No,DSL,Two year,No,Bank transfer (automatic),60.25,4055.5,0
Male,1,Yes,Yes,26,Yes,Fiber optic,Month-to-month,No,Electronic check,105.75,2710.25,1
Female,1,Yes,No,69,Yes,Fiber optic,One year,No,Credit card (automatic),87.3,6055.55,0
Female,0,Yes,Yes,72,Yes,DSL,Two year,No,Bank transfer (automatic),85.3,6129.2,0
Female,0,Yes,Yes,2,No,DSL,Month-to-month,Yes,Mailed check,24.4,36.55,1
Female,1,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,0
Female,0,Yes,No,71,Yes,No,Two year,No,Credit card (automatic),19.85,1379.6,0
Female,0,No,No,16,Yes,No,One year,No,Mailed check,20.1,296.15,0
Male,0,No,No,9,Yes,DSL,Month-to-month,Yes,Mailed check,69.5,653.25,0
Female,0,No,No,4,Yes,No,Month-to-month,No,Bank transfer (automatic),20.95,85.5,1
Female,1,Yes,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,49.55,49.55,1
Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.25,71.25,0
Male,1,No,No,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),113.8,7845.8,0
Female,0,Yes,No,72,Yes,No,Two year,No,Electronic check,24.55,1750.7,0
Female,0,No,Yes,11,Yes,No,Month-to-month,No,Credit card (automatic),19.7,216.2,0
Male,0,No,No,9,Yes,No,Month-to-month,No,Mailed check,20.25,178.5,1
Female,0,Yes,No,53,Yes,No,One year,No,Credit card (automatic),19.05,990.45,0
Male,0,No,Yes,39,Yes,No,Two year,No,Mailed check,25,1004.35,0
Female,0,No,No,9,Yes,No,Month-to-month,No,Mailed check,19.05,157.65,0
Male,0,No,No,39,Yes,Fiber optic,One year,No,Electronic check,81.9,3219.75,0
Male,1,No,No,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.7,572.85,0
Male,1,No,No,71,Yes,No,Two year,Yes,Mailed check,24.65,1766.75,0
Female,1,Yes,No,70,Yes,No,Two year,Yes,Credit card (automatic),19.55,1462.05,0
Female,1,No,No,1,No,DSL,Month-to-month,No,Electronic check,25.25,25.25,1
Female,0,Yes,No,28,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),89.9,2433.5,0
Female,0,Yes,No,32,Yes,No,Month-to-month,No,Bank transfer (automatic),19.4,641.15,0
Male,1,Yes,No,49,Yes,DSL,Two year,No,Mailed check,49.8,2398.4,0
Female,0,Yes,Yes,37,Yes,No,Two year,Yes,Bank transfer (automatic),24.1,861.85,0
Female,0,No,No,10,Yes,DSL,Month-to-month,No,Electronic check,54.25,583,0
Male,0,No,No,7,No,DSL,One year,Yes,Credit card (automatic),35.5,249.55,0
Female,0,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,1
Female,1,Yes,Yes,24,Yes,Fiber optic,Two year,Yes,Electronic check,96.55,2263.45,0
Male,0,Yes,No,22,Yes,DSL,One year,Yes,Bank transfer (automatic),59.75,1374.35,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.1,75.1,1
Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.5,20.5,0
Male,0,No,No,30,Yes,DSL,One year,No,Electronic check,70.4,2044.75,0
Male,1,Yes,No,46,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101,4680.05,1
Male,0,Yes,No,71,Yes,DSL,Two year,No,Bank transfer (automatic),54.5,3778.2,0
Male,0,No,No,43,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,0
Male,0,Yes,No,50,No,DSL,One year,Yes,Bank transfer (automatic),44.45,2188.45,0
Female,0,No,No,13,Yes,Fiber optic,Month-to-month,Yes,Mailed check,75,999.45,1
Male,0,Yes,Yes,19,Yes,Fiber optic,One year,No,Bank transfer (automatic),100,1888.65,1
Female,0,Yes,No,40,Yes,DSL,One year,No,Bank transfer (automatic),63.9,2635,0
Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),69.15,235,0
Female,0,Yes,Yes,67,Yes,Fiber optic,Two year,Yes,Credit card (automatic),108.75,7156.2,1
Female,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.85,3089.6,0
Female,0,No,No,59,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.25,4949.1,0
Female,0,Yes,No,30,Yes,DSL,One year,No,Bank transfer (automatic),70.25,2198.9,0
Female,0,Yes,Yes,27,Yes,No,Two year,No,Electronic check,24.5,761.95,0
Male,0,No,Yes,9,Yes,No,One year,No,Mailed check,20.1,190.25,0
Female,0,Yes,Yes,69,Yes,DSL,Two year,No,Credit card (automatic),61.4,4059.85,0
Male,0,No,No,26,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.3,2281.6,0
Male,0,Yes,Yes,69,Yes,No,Two year,No,Bank transfer (automatic),19.9,1356.7,0
Male,0,No,No,1,Yes,DSL,Month-to-month,No,Mailed check,50.75,50.75,0
Female,0,Yes,Yes,55,Yes,DSL,One year,Yes,Bank transfer (automatic),75.75,4264.25,0
Male,1,Yes,No,46,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.4,3605.2,1
Male,0,Yes,Yes,69,Yes,DSL,Two year,Yes,Bank transfer (automatic),59.75,4069.9,0
Female,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,102,1145.35,1
Male,0,No,No,29,Yes,DSL,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,0
Male,0,No,Yes,23,No,DSL,One year,No,Bank transfer (automatic),40.65,947.4,0
Male,0,Yes,Yes,62,Yes,No,One year,No,Bank transfer (automatic),24.8,1476.25,0
Male,0,No,No,67,Yes,DSL,One year,Yes,Bank transfer (automatic),88.8,5903.15,0
Male,0,No,No,62,Yes,No,Two year,Yes,Credit card (automatic),20.05,1201.65,0
Female,0,Yes,Yes,23,Yes,DSL,Two year,Yes,Bank transfer (automatic),77.15,1759.4,0
Female,1,No,No,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),108.1,7774.05,0
Female,0,No,No,8,Yes,No,One year,Yes,Bank transfer (automatic),20.2,140.95,0
Female,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,71.65,135.75,0
Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),104.9,7732.65,0
Male,0,No,No,26,Yes,Fiber optic,One year,No,Bank transfer (automatic),75.5,2018.1,0
Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.25,669,1
Male,0,No,No,48,Yes,DSL,Two year,No,Credit card (automatic),78.9,3771.5,0
Female,1,Yes,No,12,Yes,DSL,One year,Yes,Electronic check,79.2,943.85,0
Male,0,No,No,55,Yes,DSL,Two year,Yes,Electronic check,59.2,3175.85,0
Male,0,No,No,1,No,DSL,Month-to-month,No,Mailed check,29.15,29.15,0
Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.05,318.9,1
Male,0,No,No,1,No,DSL,Month-to-month,Yes,Mailed check,24.45,24.45,1
Female,0,No,No,42,Yes,DSL,Two year,No,Credit card (automatic),66.5,2762.75,0
Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.35,631.85,1
Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.6,232.5,0
Female,0,Yes,No,72,Yes,DSL,Two year,Yes,Credit card (automatic),82.65,5919.35,0
Male,0,Yes,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.35,307.4,1
Female,0,No,No,5,Yes,No,Month-to-month,No,Mailed check,25.45,134.75,0
Female,1,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,55.8,55.8,1
Male,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),110.9,8240.85,0
Female,0,Yes,No,55,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,0
Female,0,Yes,Yes,40,Yes,No,Month-to-month,Yes,Electronic check,26.2,1077.5,0
Female,0,Yes,No,57,Yes,No,Two year,No,Bank transfer (automatic),19.9,1115.6,0
Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95,95,1
Male,1,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.4,4187.75,1
Male,0,Yes,No,43,Yes,DSL,One year,Yes,Mailed check,56.35,2391.15,0
Female,0,Yes,Yes,47,Yes,No,Two year,No,Bank transfer (automatic),19.3,890.5,0
Male,1,Yes,Yes,66,Yes,DSL,Two year,No,Credit card (automatic),79.4,5154.6,1
Male,0,No,No,29,Yes,No,One year,No,Mailed check,19.1,529.5,0
Male,1,No,No,35,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101.4,3496.3,1
Male,0,No,No,9,Yes,No,Month-to-month,No,Mailed check,19.85,178.8,0
Male,0,No,No,2,Yes,No,One year,No,Credit card (automatic),19.3,28.3,1
Female,0,No,No,9,Yes,No,Month-to-month,No,Mailed check,20.25,186.15,0
Male,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.45,912,0
Female,0,No,No,15,Yes,DSL,Month-to-month,Yes,Electronic check,49.1,679.55,1
Male,0,Yes,No,43,Yes,DSL,One year,Yes,Electronic check,80.2,3581.6,0
Male,0,No,No,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.3,4222.95,0
Male,0,Yes,No,61,Yes,Fiber optic,Two year,Yes,Electronic check,94.1,5638.3,1
Male,0,No,No,10,Yes,Fiber optic,Month-to-month,No,Electronic check,79.85,797.25,0
Female,1,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.55,1359.45,0
Male,0,Yes,No,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.65,2542.45,1
Female,0,Yes,Yes,3,Yes,No,Month-to-month,No,Mailed check,19.3,54.7,0
Male,0,No,No,50,Yes,No,One year,No,Credit card (automatic),20.15,989.05,0
Male,0,Yes,Yes,1,Yes,DSL,Month-to-month,No,Electronic check,44.55,44.55,0
Male,0,No,No,2,Yes,DSL,Month-to-month,Yes,Mailed check,54.45,87.3,0
Male,0,No,No,17,Yes,No,One year,Yes,Bank transfer (automatic),19.65,351.55,0
Male,0,Yes,Yes,69,Yes,Fiber optic,Two year,Yes,Electronic check,105,7297.75,0
Male,1,Yes,Yes,50,Yes,DSL,Two year,Yes,Bank transfer (automatic),75.15,3822.45,0
Female,0,No,No,53,Yes,No,Two year,No,Mailed check,20.25,1048.45,0
Female,0,Yes,No,58,Yes,Fiber optic,Two year,Yes,Credit card (automatic),109.1,6393.65,0
Male,1,Yes,No,72,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,0
Female,1,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.2,74.2,1
Female,0,Yes,Yes,6,Yes,Fiber optic,Month-to-month,Yes,Mailed check,94.05,518.75,0
Male,0,Yes,No,72,Yes,DSL,Two year,No,Bank transfer (automatic),78.85,5763.15,0
Male,0,No,No,4,Yes,DSL,Month-to-month,Yes,Mailed check,55.3,238.5,0
Male,1,Yes,No,43,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101,4388.4,1
Female,0,Yes,No,51,Yes,DSL,One year,Yes,Credit card (automatic),78.65,3950.85,0
Male,0,No,No,12,Yes,DSL,Month-to-month,No,Bank transfer (automatic),74.75,827.05,0
Female,0,Yes,Yes,57,Yes,DSL,One year,Yes,Bank transfer (automatic),70.1,3913.3,1
Female,0,Yes,No,64,Yes,DSL,One year,No,Bank transfer (automatic),58.35,3756.45,0
Female,0,No,No,4,Yes,Fiber optic,One year,Yes,Electronic check,105.65,443.9,1
Female,0,Yes,Yes,15,Yes,No,Month-to-month,No,Mailed check,20.05,284.3,0
Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.9,280.85,1
Female,0,Yes,Yes,46,Yes,No,Two year,Yes,Mailed check,19.25,864.2,0
Male,0,No,No,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,0
Male,0,No,No,46,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,0
Male,0,No,No,5,Yes,No,Month-to-month,No,Bank transfer (automatic),20.65,93.55,0
Female,0,No,Yes,26,Yes,Fiber optic,Two year,Yes,Electronic check,105.45,2715.3,0
Male,0,Yes,Yes,70,Yes,No,Two year,No,Mailed check,25.4,1782.05,0
Male,0,Yes,No,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,102.55,1742.5,0
Female,0,No,Yes,1,Yes,No,Month-to-month,No,Mailed check,24,24,0
Female,0,Yes,Yes,19,Yes,No,Two year,No,Mailed check,25.6,485.9,0
Female,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,1
Male,0,Yes,No,50,Yes,Fiber optic,One year,Yes,Electronic check,98.25,4858.7,0
Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,1
Male,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,No,Electronic check,103.1,970.45,0
Female,0,No,No,9,Yes,DSL,Month-to-month,Yes,Electronic check,43.75,405.7,0
Male,1,Yes,Yes,41,Yes,Fiber optic,One year,Yes,Electronic check,111.95,4534.9,1
Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.65,2415.95,0
Female,0,Yes,Yes,21,No,DSL,One year,Yes,Electronic check,55.95,1157.05,1
Male,0,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,45.75,45.75,1
Male,0,No,No,4,Yes,DSL,Month-to-month,Yes,Credit card (automatic),44.8,176.2,0
Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.8,1001.2,0
Female,0,No,No,17,Yes,No,Month-to-month,No,Credit card (automatic),19.7,340.35,0
Female,1,No,No,7,Yes,DSL,Month-to-month,Yes,Mailed check,51.3,419.35,0
Female,0,Yes,No,68,Yes,Fiber optic,Two year,No,Mailed check,118.6,7990.05,0
Female,0,Yes,Yes,38,Yes,No,One year,No,Mailed check,20.3,749.35,0
Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Electronic check,115.5,8425.15,0
Male,0,Yes,No,67,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),111.3,7567.2,0
Male,0,Yes,Yes,34,Yes,No,Month-to-month,No,Mailed check,20.8,635.9,0
Female,0,No,No,3,No,DSL,Month-to-month,No,Credit card (automatic),35.2,108.95,1
Male,0,No,No,19,Yes,Fiber optic,Month-to-month,No,Mailed check,89.95,1682.4,0
Male,0,No,No,11,Yes,No,Two year,No,Credit card (automatic),19.55,223.15,0
Female,0,Yes,Yes,60,Yes,Fiber optic,Two year,No,Credit card (automatic),115.25,6758.45,0
Male,0,Yes,No,72,Yes,No,Two year,No,Credit card (automatic),24.8,1874.3,0
Female,0,Yes,No,59,Yes,Fiber optic,One year,Yes,Credit card (automatic),81.25,4639.45,0
Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,1
Female,0,Yes,No,37,Yes,DSL,One year,No,Mailed check,72.1,2658.4,0
Male,0,No,No,11,No,DSL,Month-to-month,No,Mailed check,34.7,383.55,0
Male,0,Yes,Yes,50,Yes,DSL,One year,Yes,Bank transfer (automatic),44.8,2230.85,0
Female,0,Yes,Yes,67,Yes,Fiber optic,One year,Yes,Electronic check,109.4,7281.6,0
Female,0,Yes,No,25,Yes,DSL,Month-to-month,Yes,Mailed check,71.05,1837.7,0
Male,0,No,No,9,Yes,No,Month-to-month,No,Credit card (automatic),19.7,180.7,0
Female,0,No,Yes,10,No,DSL,One year,No,Mailed check,40.25,411.45,0
Female,0,Yes,No,70,Yes,No,Two year,No,Credit card (automatic),19.85,1328.35,0
Female,0,No,Yes,1,Yes,Fiber optic,Month-to-month,No,Electronic check,78.65,78.65,1
Male,1,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,44,44,0
Female,0,No,No,3,No,DSL,Month-to-month,No,Mailed check,34.25,139.35,1
Female,0,No,No,9,No,DSL,Month-to-month,No,Mailed check,58.5,539.85,1
Female,0,No,No,5,Yes,DSL,Month-to-month,No,Credit card (automatic),55.8,300.4,0
Male,0,Yes,No,70,Yes,DSL,Two year,No,Mailed check,79.15,5536.5,0
Female,0,No,No,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),108.05,7806.6,0
Female,1,No,No,6,Yes,Fiber optic,Month-to-month,No,Electronic check,74.4,434.1,1
Male,0,Yes,No,29,No,DSL,Month-to-month,Yes,Electronic check,45.9,1332.4,0
Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.3,545.2,1
Male,0,Yes,No,16,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,1
Male,0,No,No,59,Yes,DSL,One year,Yes,Bank transfer (automatic),61.35,3645.5,0
Female,0,No,No,3,Yes,DSL,Month-to-month,No,Electronic check,57.55,161.45,0
Female,0,No,No,68,Yes,No,Two year,No,Credit card (automatic),19.6,1441.65,0
Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),69.95,69.95,0
Male,0,Yes,Yes,42,Yes,DSL,One year,No,Credit card (automatic),63.7,2763.35,0
Male,0,No,No,45,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),50.9,2298.55,0
Female,0,Yes,Yes,43,No,DSL,One year,Yes,Credit card (automatic),60.4,2640.55,0
Male,0,Yes,No,37,Yes,DSL,One year,No,Mailed check,79.25,2911.8,0
Female,0,No,No,4,No,DSL,Month-to-month,Yes,Electronic check,24.45,86.6,1
Male,0,Yes,No,63,Yes,Fiber optic,Two year,Yes,Credit card (automatic),110.1,6705.7,0
Male,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Mailed check,90.7,237.65,0
Male,0,No,No,28,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.7,2979.5,1
Male,0,No,Yes,71,Yes,No,Two year,No,Mailed check,24.35,1654.6,0
Male,0,No,No,1,No,DSL,Month-to-month,Yes,Electronic check,24.25,24.25,1
Female,0,Yes,Yes,72,Yes,No,Two year,No,Bank transfer (automatic),25.1,1857.85,0
Male,1,Yes,No,16,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,0
Male,0,No,No,51,Yes,DSL,One year,Yes,Credit card (automatic),81.15,4126.2,0
Female,0,No,Yes,8,No,DSL,Month-to-month,Yes,Electronic check,38.5,330.8,0
Male,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Electronic check,92.9,1337.45,0
Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.5,362.2,1
Female,0,No,No,70,Yes,DSL,Two year,No,Mailed check,84.7,5991.05,0
Female,1,Yes,No,54,Yes,Fiber optic,One year,Yes,Credit card (automatic),101.5,5373.1,1
Female,1,No,No,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.75,4036,0
Male,0,Yes,Yes,45,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),109.75,4900.65,0
Male,0,Yes,Yes,72,Yes,No,Two year,Yes,Credit card (automatic),19.8,1414.65,0
Male,0,Yes,No,55,Yes,No,Two year,No,Bank transfer (automatic),25.7,1443.65,0
Female,0,Yes,Yes,51,No,DSL,One year,Yes,Electronic check,56.15,2898.95,0
Female,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.4,20.4,0
Female,0,Yes,Yes,23,Yes,No,Two year,Yes,Mailed check,19.65,451.55,0
Female,0,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,50.55,50.55,1
Female,0,No,No,2,Yes,DSL,Month-to-month,Yes,Mailed check,54.35,117.05,0
Female,0,No,No,36,Yes,DSL,One year,No,Mailed check,54.45,1893.5,0
Female,0,No,No,1,Yes,DSL,Month-to-month,No,Mailed check,45.35,45.35,0
Female,0,Yes,Yes,7,Yes,DSL,One year,No,Electronic check,69.45,477.05,0
Male,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.55,1415.55,1
Male,1,Yes,No,72,No,DSL,Two year,Yes,Credit card (automatic),64.95,4546,0
